X1,X2,Y1,J11,J12,
1.500000,0.607143,40.436937,3.000000,-37.960734,
-1.000000,0.785714,9.392138,-2.000000,-59.685099,
-0.821429,0.785714,14.728045,54.966686,-59.685099,
-0.642857,0.785714,25.040301,47.838207,-59.685099,
-0.464286,0.785714,28.356978,-14.909974,-59.685099,
-0.285714,0.785714,20.698980,-61.827956,-59.685099,
-0.107143,0.785714,10.585302,-39.389305,-59.685099,
0.071429,0.785714,9.387551,27.404576,-59.685099,
0.250000,0.785714,18.454638,63.331853,-59.685099,
0.428571,0.785714,27.585500,28.118862,-59.685099,
0.607143,0.785714,26.579075,-37.960734,-59.685099,
0.785714,0.785714,16.784275,-59.685099,-59.685099,
0.964286,0.785714,9.572705,-12.052831,-59.685099,
1.142857,0.785714,13.463362,51.409635,-59.685099,
1.321429,0.785714,24.477148,59.252401,-59.685099,
1.500000,0.785714,30.642138,3.000000,-59.685099,
-1.000000,0.964286,2.180568,-2.000000,-12.052831,
-0.821429,0.964286,7.516475,54.966686,-12.052831,
-0.642857,0.964286,17.828731,47.838207,-12.052831,
-0.464286,0.964286,21.145408,-14.909974,-12.052831,
-0.285714,0.964286,13.487410,-61.827956,-12.052831,
-0.107143,0.964286,3.373733,-39.389305,-12.052831,
0.071429,0.964286,2.175981,27.404576,-12.052831,
0.250000,0.964286,11.243068,63.331853,-12.052831,
0.428571,0.964286,20.373930,28.118862,-12.052831,
0.607143,0.964286,19.367505,-37.960734,-12.052831,
0.785714,0.964286,9.572705,-59.685099,-12.052831,
0.964286,0.964286,2.361136,-12.052831,-12.052831,
1.142857,0.964286,6.251792,51.409635,-12.052831,
1.321429,0.964286,17.265579,59.252401,-12.052831,
1.500000,0.964286,23.430568,3.000000,-12.052831,
-1.000000,1.142857,6.071224,-2.000000,51.409635,
-0.821429,1.142857,11.407132,54.966686,51.409635,
-0.642857,1.142857,21.719388,47.838207,51.409635,
-0.464286,1.142857,25.036065,-14.909974,51.409635,
-0.285714,1.142857,17.378066,-61.827956,51.409635,
-0.107143,1.142857,7.264389,-39.389305,51.409635,
0.071429,1.142857,6.066638,27.404576,51.409635,
0.250000,1.142857,15.133724,63.331853,51.409635,
0.428571,1.142857,24.264587,28.118862,51.409635,
0.607143,1.142857,23.258162,-37.960734,51.409635,
0.785714,1.142857,13.463362,-59.685099,51.409635,
0.964286,1.142857,6.251792,-12.052831,51.409635,
1.142857,1.142857,10.142449,51.409635,51.409635,
1.321429,1.142857,21.156235,59.252401,51.409635,
1.500000,1.142857,27.321224,3.000000,51.409635,
-1.000000,1.321429,17.085011,-2.000000,59.252401,
-0.821429,1.321429,22.420918,54.966686,59.252401,
-0.642857,1.321429,32.733174,47.838207,59.252401,
-0.464286,1.321429,36.049851,-14.909974,59.252401,
-0.285714,1.321429,28.391853,-61.827956,59.252401,
-0.107143,1.321429,18.278176,-39.389305,59.252401,
0.071429,1.321429,17.080424,27.404576,59.252401,
0.250000,1.321429,26.147511,63.331853,59.252401,
0.428571,1.321429,35.278373,28.118862,59.252401,
0.607143,1.321429,34.271948,-37.960734,59.252401,
0.785714,1.321429,24.477148,-59.685099,59.252401,
0.964286,1.321429,17.265579,-12.052831,59.252401,
1.142857,1.321429,21.156235,51.409635,59.252401,
1.321429,1.321429,32.170022,59.252401,59.252401,
1.500000,1.321429,38.335011,3.000000,59.252401,
-1.000000,1.500000,23.250000,-2.000000,3.000000,
-0.821429,1.500000,28.585908,54.966686,3.000000,
-0.642857,1.500000,38.898163,47.838207,3.000000,
-0.464286,1.500000,42.214840,-14.909974,3.000000,
-0.285714,1.500000,34.556842,-61.827956,3.000000,
-0.107143,1.500000,24.443165,-39.389305,3.000000,
0.071429,1.500000,23.245413,27.404576,3.000000,
0.250000,1.500000,32.312500,63.331853,3.000000,
0.428571,1.500000,41.443362,28.118862,3.000000,
0.607143,1.500000,40.436937,-37.960734,3.000000,
0.785714,1.500000,30.642138,-59.685099,3.000000,
0.964286,1.500000,23.430568,-12.052831,3.000000,
1.142857,1.500000,27.321224,51.409635,3.000000,
1.321429,1.500000,38.335011,59.252401,3.000000,
1.500000,1.500000,44.500000,3.000000,3.000000,
