X1,X2,Y1,J11,J12,
0.804047,-0.230935,16.173858,-57.635620,-62.843479,
-0.358063,0.468653,36.434491,-49.612802,13.232690,
1.263031,1.103084,15.655123,65.147429,40.115761,
-0.506989,-0.851649,25.011365,1.744096,48.743457,
0.381683,0.021694,17.600587,43.287890,8.581280,
0.025238,1.307702,15.382812,9.972349,61.362839,
1.177582,-0.554438,26.720038,58.794098,19.965712,
-0.922028,0.337195,17.348718,27.721535,54.310262,
0.582108,0.872174,22.853641,-29.831695,-43.466339,
-0.169846,-0.376111,22.464542,-55.370269,-44.869729,
1.348709,0.570391,36.994194,53.827329,-25.751200,
-0.545822,1.177387,26.866768,16.749330,58.759796,
0.518631,-0.792206,28.207193,-6.301168,59.050992,
0.213455,-0.092618,9.424087,61.609645,-34.720282,
0.926346,1.385434,21.348530,-26.197957,44.193604,
-0.836349,-0.476706,25.656598,52.136182,-10.116800,
0.784744,0.116573,11.028266,-59.771115,42.248279,
-0.260178,0.754433,20.997421,-63.223782,-61.298619,
1.305984,-0.274374,26.751865,61.596466,-62.645227,
-0.442062,0.605446,37.791001,-23.255133,-37.438268,
0.256180,0.955241,11.759161,63.296853,-15.527828,
0.002274,-0.930905,1.795278,0.902082,24.567042,
1.066727,0.015597,2.052211,27.711114,6.178877,
-0.879074,1.455926,25.261768,41.518947,20.089867,
0.654129,-0.697709,29.807460,-50.464700,58.075514,
-0.068527,0.217929,8.963446,-26.362325,61.996377,
1.450027,0.823782,27.820713,22.305853,-54.552696,
-0.649582,-0.205025,23.574652,49.435681,-60.749794,
0.445999,0.398542,37.823619,21.803985,38.192866,
0.104202,1.067266,4.097675,38.469163,27.906580,
1.022171,-0.825738,7.242380,10.768829,54.199253,
-0.740524,0.055606,11.750659,61.239476,21.619819,
0.851273,1.238734,15.609498,-48.832569,65.151969,
-0.332809,-0.627978,32.414093,-55.182716,43.996495,
1.200394,0.380252,25.819417,62.205274,43.699293,
-0.459763,0.894655,22.805644,-16.635942,-36.828215,
0.355667,-0.415358,35.080021,50.196383,-32.692854,
0.072464,0.500279,21.274244,27.774354,0.890245,
1.111282,1.196439,11.710691,42.661864,61.700117,
-0.988327,-0.758294,11.057795,2.627521,61.229968,
0.632767,-0.166582,22.141257,-45.277661,-54.730423,
-0.192429,1.335476,23.397693,-59.150568,56.657145,
1.399368,-0.464936,39.999461,39.931843,-14.660911,
-0.605026,0.148919,22.356091,37.308220,50.877788,
0.547318,0.683898,34.363491,-17.311590,-56.122285,
0.205521,-0.348338,23.198137,60.805093,-51.911639,
0.903763,0.659893,18.389345,-33.912106,-51.708179,
-0.785690,0.989111,9.395306,59.687252,-2.317333,
0.719131,-0.977053,13.502932,-60.215497,7.073670,
-0.237900,-0.061415,10.036154,-63.126148,-23.771283,
1.295303,1.478365,36.579336,62.894118,11.471439,
-0.408798,-0.661552,34.283011,-34.884210,52.053416,
0.304092,0.254086,23.747379,59.845876,63.319323,
-0.059677,0.785636,9.095178,-23.130739,-59.692156,
1.092667,-0.181443,8.698912,36.736416,-57.454983,
-0.889755,0.420981,22.066159,38.345423,30.771528,
0.687393,1.089705,17.039809,-56.658127,35.748065,
-0.123154,-0.899321,5.606309,-44.156752,35.349553,
1.497940,0.108910,24.506224,3.809088,39.935712,
-0.627304,1.271461,30.322438,43.812737,64.804413,
0.437149,-0.594108,38.076567,25.046953,33.836809,
0.139297,0.311242,17.461748,48.514115,58.859858,
0.969376,0.914427,3.371382,-10.076806,-30.349663,
-0.690781,-0.392157,32.057387,57.150765,-40.174946,
0.820450,0.523480,26.555189,-55.135222,-8.189178,
-0.341660,1.157911,21.434891,-53.380076,54.920104,
1.235489,-0.735093,22.091570,65.041849,61.086258,
-0.512558,-0.131526,23.473655,3.927434,-46.475886,
0.405411,1.370531,37.197765,35.993321,48.399687,
0.036148,-0.533904,20.317140,14.220605,12.215969,
1.159195,0.196549,12.685787,55.198102,59.714673,
-0.955063,0.710952,14.242482,15.595568,-59.528340,
0.578140,-0.310996,32.989081,-28.467762,-58.895687,
-0.144516,0.594354,22.514627,-49.818593,-33.916760,
1.366714,1.012735,19.619076,49.413964,7.047757,
-0.557114,-0.941997,21.217498,20.952507,20.511011,
0.492691,-0.026359,20.369735,3.869830,-10.411509,
0.238785,1.429973,30.445312,63.153487,29.621946,
0.951675,-0.648216,17.751474,-16.882641,49.118420,
-0.822006,0.274281,17.899104,54.866212,62.650640,
0.769791,0.819548,15.791867,-60.807128,-55.288583,
-0.289780,-0.253840,22.863147,-61.459008,-63.321245,
1.331314,0.476613,36.781509,57.470802,10.152991,
-0.416733,1.114473,22.555068,-32.226783,43.624025,
0.274185,-0.876077,15.237670,62.656167,42.374871,
-0.009018,0.029272,0.185649,-3.576273,11.549742,
1.040787,1.291275,15.641623,18.007864,63.313291,
-0.853745,-0.540001,24.639752,48.241653,14.545904,
0.679459,0.344773,30.478110,-55.401713,52.706873,
-0.101334,0.876323,5.607972,-37.558943,-42.305316,
1.431870,-0.368533,38.061711,28.946601,-46.934042,
-0.682388,0.545962,34.471168,55.882220,-16.801920,
0.469955,1.183822,27.405337,12.730704,59.845580,
0.128159,-0.805204,10.335980,45.558069,57.479524,
0.994858,-0.074751,2.083405,-0.039995,-28.587114,
-0.753189,1.396442,30.273735,61.312862,40.851596,
0.867905,-0.499992,24.254341,-44.628916,-1.003326,
-0.308853,0.127580,16.770324,-59.202439,45.398473,
1.224350,0.730004,21.680357,64.466327,-60.876590,
-0.490738,-0.267938,31.420410,-4.635937,-62.969053,
0.339340,0.616835,33.243217,53.868482,-40.858458,
0.085434,0.973488,2.499892,32.302227,-8.471157,
1.135239,-0.919516,6.784037,49.463598,28.597746,
-0.964371,-0.007307,1.190137,12.019939,-2.898483,
0.605453,1.463886,40.137249,-37.440485,17.063003,
-0.205093,-0.721884,19.536339,-60.757494,60.410170,
1.416000,0.224619,29.106743,34.475455,62.483789,
-0.581070,0.831614,24.853530,29.476799,-53.086871,
0.541977,-0.221198,28.197019,-15.296408,-62.248172,
0.172714,0.406374,23.846607,55.913586,35.679422,
0.885605,1.040805,4.668254,-39.600823,18.014908,
-0.774551,-0.821335,15.404493,60.536644,54.982922,
0.744003,0.063439,11.718200,-61.299252,24.513592,
-0.242325,1.245423,20.840219,-63.243456,65.296723,
1.268906,-0.616717,30.604893,64.926891,40.823938,
-0.391251,0.367508,34.773634,-40.451380,47.205193,
0.321640,0.912776,16.751971,57.216555,-30.911105,
-0.034805,-0.438390,19.691622,-13.700930,-24.596448,
1.088242,0.508112,22.927498,35.255300,-2.184842,
-0.919815,1.207700,10.920553,28.493805,63.041157,
0.701279,-0.782469,22.091757,-58.508149,59.963943,
-0.109268,-0.154897,6.675376,-40.046037,-52.253883,
1.467880,1.323155,38.138790,15.530229,58.956748,
-0.631729,-0.446392,36.802292,45.003573,-21.658464,
0.410751,0.160604,23.336799,34.237676,53.499261,
0.156845,0.692154,18.534181,52.686623,-57.342948,
0.986923,-0.336653,16.300603,-3.182854,-54.420301,
-0.717178,0.636903,29.490596,60.066151,-46.350572,
0.816025,0.996986,7.631181,-55.870307,0.803987,
-0.374466,-0.992041,18.184172,-45.326595,1.156890,
1.246628,-0.045538,11.750846,65.311005,-17.824636,
-0.501419,1.487383,42.431928,-0.442620,7.950402,
